"","Input","MF.64p.Th.1","MF.64p.Th.2","MF.64p.Th.3","MF.64p.Th.4","MF.PC.03","MF.PC.04","MF.PC.05","MF.PC.06","p_value","fc","Input Type","Symbol","Name","Feature Type","Entrez Gene ID","dup"
"189","Cacnb2","24.67404261","23.84291444","43.9114109","37.01240144","1","15.64671857",4.515753345,1,0.00542115400295493,5.84053845105572,"current symbol","Cacnb2","calcium channel, voltage-dependent, beta 2 subunit","protein coding gene",12296,FALSE
"190","Cadm1","973.3893796","1053.531212","1145.304291","1280.774044","5.30466383","13.20559881",10.37534225,14.54974736,0.000462049219678706,102.520152270666,"current symbol","Cadm1","cell adhesion molecule 1","protein coding gene",54725,FALSE
"191","Camk1","2728.775798","2769.678374","2665.238903","2360.479191","673.9624454","443.4529569",867.6331995,1250.802887,0.00035135237465843,3.25236566091692,"rat synonym","Camk2d","calcium/calmodulin-dependent protein kinase II, delta","protein coding gene",108058,TRUE
"192","Camk1","2728.775798","2769.678374","2665.238903","2360.479191","673.9624454","443.4529569",867.6331995,1250.802887,0.00035135237465843,3.25236566091692,"current symbol","Camk1","calcium/calmodulin-dependent protein kinase I","protein coding gene",52163,TRUE
"193","Capn15","278.0739801","236.4577335","173.8894526","201.7357932","60.54784965","68.7410734",47.29075237,65.52260647,0.00443200654412821,3.67678054271478,"current symbol","Capn15","calpain 15","protein coding gene",50817,FALSE
"194","Capn3","158.8269507","225.3291342","196.2780148","249.0854321","1.717443972","7.102799405",2.757876672,2.935678194,0.00180883725792803,57.1538557937497,"current symbol","Capn3","calpain 3","protein coding gene",12335,FALSE
"195","Car13","276.3203473","230.0148602","209.3380094","229.7454388","3.152331915","2.830839822",16.82089005,11.32361704,0.00030549374399821,27.7024013409325,"current symbol","Car13","carbonic anhydrase 13","protein coding gene",71934,FALSE
"196","Car2","17.65951146","39.65723983","36.44855683","54.35170584","1","5.271959584",4.515753345,1,0.0189976460519112,12.5653733554712,"current symbol","Car2","carbonic anhydrase 2","protein coding gene",12349,FALSE
"197","Car9","75.52939339","54.88584946","79.35996772","75.69238817","10.32677163","1",10.96130114,8.097486712,0.000458476602353195,9.39484424860129,"current symbol","Car9","carbonic anhydrase 9","protein coding gene",230099,FALSE
"198","Card11","169.3487474","156.8003908","227.9951446","273.0936998","5.30466383","2.830839822",6.273630017,1,0.00482613504660053,53.6849118431773,"current symbol","Card11","caspase recruitment domain family, member 11","protein coding gene",108723,FALSE
"199","Cbr3","226.3418129","179.0575895","165.1827895","186.3971778","21.80587518","32.73455691",23.26643785,20.35678194,0.000756504647702617,7.71140188045742,"frog, western clawed symbol","Cbr1","carbonyl reductase 1","protein coding gene",12408,TRUE
"200","Cbr3","226.3418129","179.0575895","165.1827895","186.3971778","21.80587518","32.73455691",23.26643785,20.35678194,0.000756504647702617,7.71140188045742,"current symbol","Cbr3","carbonyl reductase 3","protein coding gene",109857,TRUE
"201","Ccdc102a","389.429662","392.8438401","343.6693827","351.7874659","18.21865532","15.64671857",4.515753345,3.580904259,3.18464726782051e-05,35.2158915592849,"current symbol","Ccdc102a","coiled-coil domain containing 102A","protein coding gene",234582,FALSE
"202","Ccdc112","16.78269507","6.85715755","12.81618561","11.67034117","2.434887943","4.051399703",1,6.807034582,0.016883848983951,3.36705341363693,"current symbol","Ccdc112","coiled-coil domain containing 112","protein coding gene",240261,FALSE
"203","Ccdc148","424.5023177","415.6867545","423.8950639","424.4791651","1","10.76447905",1,1,2.05647376827528e-11,122.675423825793,"current symbol","Ccdc148","coiled-coil domain containing 148","protein coding gene",227933,FALSE
"204","Ccdc86","333.3134129","344.2294324","337.4503376","321.7771313","83.50605674","58.97659435",59.00993019,74.55577138,8.55895097019264e-08,4.84252233827477,"current symbol","Ccdc86","coiled-coil domain containing 86","protein coding gene",108673,FALSE
"205","Ccdc88a","658.6122946","632.9872996","810.097762","556.524637","207.6238638","152.3494252",192.0225984,183.5989763,0.00211897619624832,3.61370385300041,"current symbol","Ccdc88a","coiled coil domain containing 88A","protein coding gene",108686,FALSE
"206","Ccdc88b","135.1529081","189.6004731","125.3809011","146.3833984","38.30708653","37.61679643",34.39965678,44.23014634,0.00389621378649865,3.85961471272339,"rat synonym","Rps6ka4","ribosomal protein S6 kinase, polypeptide 4","protein coding gene",56613,TRUE
"207","Ccdc88b","135.1529081","189.6004731","125.3809011","146.3833984","38.30708653","37.61679643",34.39965678,44.23014634,0.00389621378649865,3.85961471272339,"current symbol","Ccdc88b","coiled-coil domain containing 88B","protein coding gene",78317,TRUE
"208","Ccl12","904.997701","505.8869808","965.5738884","869.2990125","1.717443972","1.610279941",1,1.645226065,0.00437759147877269,543.409470137036,"current symbol","Ccl12","chemokine (C-C motif) ligand 12","protein coding gene",20293,FALSE
"209","Ccl17","66.76122946","48.44297615","61.32473706","42.34757202","1","1",1,1.645226065,0.0024565511554676,47.1185926427027,"current symbol","Ccl17","chemokine (C-C motif) ligand 17","protein coding gene",20295,FALSE
"210","Ccl2","386.7992128","227.0862814","204.9846779","133.0454719","18.21865532","7.713079346",10.96130114,29.38994685,0.025115673651409,14.3613881852649,"human symbol","Ccl12","chemokine (C-C motif) ligand 12","protein coding gene",20293,TRUE
"211","Ccl2","386.7992128","227.0862814","204.9846779","133.0454719","18.21865532","7.713079346",10.96130114,29.38994685,0.025115673651409,14.3613881852649,"current symbol","Ccl2","chemokine (C-C motif) ligand 2","protein coding gene",20296,TRUE
"212","Ccl22","53.60898357","46.10011313","55.7275965","21.67378601","2.434887943","1",1,1,0.0117722443601092,32.5876965758078,"current symbol","Ccl22","chemokine (C-C motif) ligand 22","protein coding gene",20299,FALSE
"213","Ccl3","175.4864622","118.7288668","237.9456167","209.7385491","30.41520284","38.83735631",26.1962323,21.64723407,0.00815753640473438,6.33582131848944,"current symbol","Ccl3","chemokine (C-C motif) ligand 3","protein coding gene",20302,FALSE
"214","Ccl4","158.8269507","90.61451051","139.0628003","77.02618082","11.76165958","14.42615869",14.47705449,4.226130324,0.011675465945731,10.3702392539302,"current symbol","Ccl4","chemokine (C-C motif) ligand 4","protein coding gene",20303,FALSE
"215","Ccl5","164.9646655","166.7575587","150.8789859","123.7089234","1","1",2.171917782,2.290452129,0.000625529247390747,93.8216384778535,"current symbol","Ccl5","chemokine (C-C motif) ligand 5","protein coding gene",20304,FALSE
"216","Ccl7","250.0158556","173.200432","225.5075266","163.0558065","1.717443972","1",1,13.90452129,0.0020956702175899,46.0663500710969,"current symbol","Ccl7","chemokine (C-C motif) ligand 7","protein coding gene",20306,FALSE
"217","Ccl8","585.836534","287.4150042","338.6941466","393.8019342","1","2.220559881",1,1,0.0086970730251231,307.581496161752,"current symbol","Ccl8","chemokine (C-C motif) ligand 8","protein coding gene",20307,FALSE
"218","Ccne1","150.0587868","64.84301729","66.92187761","99.03375947","7.456995745","6.492519465",29.71198565,21.00200801,0.0242003149370144,5.88983567123892,"current symbol","Ccne1","cyclin E1","protein coding gene",12447,FALSE
"219","Ccnf","100.0802524","90.02879476","91.17615333","127.043405","41.17686241","27.24203744",25.02431452,31.32562504,0.00160569736916066,3.27268096281797,"current symbol","Ccnf","cyclin F","protein coding gene",12449,FALSE
"220","Ccr2","691.9313175","442.6296793","1408.369896","1202.747174","143.7713504","362.2857248",135.184586,54.55376337,0.0368799087011382,5.3833036759545,"zebrafish symbol","Ccr5","chemokine (C-C motif) receptor 5","protein coding gene",12774,TRUE
"221","Ccr2","691.9313175","442.6296793","1408.369896","1202.747174","143.7713504","362.2857248",135.184586,54.55376337,0.0368799087011382,5.3833036759545,"current symbol","Ccr2","chemokine (C-C motif) receptor 2","protein coding gene",12772,TRUE
"222","Ccr9","116.7397638","152.1146648","153.3666039","126.3765087","1.717443972","1.610279941",12.71917782,10.67839097,0.000327694585812299,20.5272790572063,"current symbol","Ccr9","chemokine (C-C motif) receptor 9","protein coding gene",12769,TRUE
"223","Ccr9","116.7397638","152.1146648","153.3666039","126.3765087","1.717443972","1.610279941",12.71917782,10.67839097,0.000327694585812299,20.5272790572063,"human synonym","Ackr2","atypical chemokine receptor 2","protein coding gene",59289,TRUE
"224","Ccser1","23.79722621","21.50005142","26.49808474","26.34206027","1","2.220559881",1,1,0.000144824129760989,18.7982562937678,"current symbol","Ccser1","coiled-coil serine rich 1","protein coding gene",232035,FALSE
"225","Cd101","27.30449178","26.77149322","32.09522529","38.34619409","7.456995745","13.81587875",5.101712236,12.61406916,0.000947250577454748,3.19368291967057,"current symbol","Cd101","CD101 antigen","protein coding gene",630146,FALSE
"226","Cd22","648.9673143","719.0875156","724.8968447","779.2680089","1.717443972","10.15419911",1,1,0.000104938375161483,207.056919394576,"current symbol","Cd22","CD22 antigen","protein coding gene",12483,FALSE
"227","Cd274","410.4732554","464.886878","499.7674136","397.1364158","49.78619007","44.32987578",77.76061469,34.55175536,0.00013091516135142,8.58536739414398,"current symbol","Cd274","CD274 antigen","protein coding gene",60533,FALSE
"228","Cd276","43.96400325","31.45721926","30.85141628","87.69652198","1","1",2.757876672,1,0.0391740336370056,33.6876199021861,"current symbol","Cd276","CD276 antigen","protein coding gene",102657,FALSE
"229","Cd300c","10.64498032","8.02858906","4.109522529","7.66896323","1","3.441119762",1,1,0.0138777288184917,4.72775794647614,"old symbol","Cd300c2","CD300C molecule 2","protein coding gene",140497,TRUE
"230","Cd300c","10.64498032","8.02858906","4.109522529","7.66896323","1","3.441119762",1,1,0.0138777288184917,4.72775794647614,"current symbol","Cd300c","CD300C molecule","protein coding gene",387565,TRUE
"231","Cd300c2","1837.930343","1372.746298","1911.490642","1918.326928","74.89672908","65.68967369",60.76780686,29.38994685,0.000924148228782105,30.5121235501807,"rat symbol","Cd300c","CD300C molecule","protein coding gene",387565,TRUE
"232","Cd300c2","1837.930343","1372.746298","1911.490642","1918.326928","74.89672908","65.68967369",60.76780686,29.38994685,0.000924148228782105,30.5121235501807,"current symbol","Cd300c2","CD300C molecule 2","protein coding gene",140497,TRUE
"233","Cd300lf","323.6684325","432.6725114","526.5093073","539.8522289","28.26287092","22.35979792",30.88390343,14.54974736,0.00317311517425448,18.9753520343157,"current symbol","Cd300lf","CD300 molecule like family member F","protein coding gene",246746,FALSE
"234","Cd3d","8.014531142","2.757147265","7.840949563","11.00344484","1","1",1,1,0.0332581593858021,7.4040182025,"current symbol","Cd3d","CD3 antigen, delta polypeptide","protein coding gene",12500,FALSE
"235","Cd4","3592.439945","3740.795096","5585.080557","6723.314935","1","4.051399703",1,1,0.00739964095959721,2785.49385374417,"current symbol","Cd4","CD4 antigen","protein coding gene",12504,FALSE
"236","Cd52","2018.55452","1385.632045","1461.231779","1374.139529","422.8570553","591.1407025",548.8715629,448.7868889,0.00464571439605142,3.10170189281034,"current symbol","Cd52","CD52 antigen","protein coding gene",23833,FALSE
"237","Cd55","110.6020491","75.38590088","77.49425421","75.69238817","23.95820709","3.441119762",29.71198565,50.03718092,0.00421332896209689,3.16546300865076,"human symbol","Cd55b","CD55 molecule, decay accelerating factor for complement B","protein coding gene",13137,TRUE
"238","Cd55","110.6020491","75.38590088","77.49425421","75.69238817","23.95820709","3.441119762",29.71198565,50.03718092,0.00421332896209689,3.16546300865076,"current symbol","Cd55","CD55 molecule, decay accelerating factor for complement","protein coding gene",13136,TRUE
"239","Cd63","7807.296345","7276.175393","5929.615653","5954.383475","173.1865532","203.6129402",158.6229416,164.8874204,0.000812830212603834,38.5079128303811,"current symbol","Cd63","CD63 antigen","protein coding gene",12512,FALSE
"240","Cd63-ps","49.2249016","44.34296587","34.58284331","32.34412718","3.152331915","8.323359286",2.171917782,1.645226065,0.00123661487615829,10.4947733664982,"current symbol","Cd63-ps","CD63 antigen, pseudogene","pseudogene",626721,FALSE
"241","Cd69","127.2615606","62.50015427","173.8894526","115.0392712","1.717443972","1",5.101712236,1,0.0142375059558302,54.2784850818009,"current symbol","Cd69","CD69 antigen","protein coding gene",12515,FALSE
"242","Cd72","442.0386456","522.8727377","645.9149724","561.1929113","1.717443972","4.661679643",1,2.290452129,0.00103416400309778,224.624050165566,"current symbol","Cd72","CD72 antigen","protein coding gene",12517,FALSE
"243","Cd74","40939.55738","43780.90982","48745.87516","52635.12539","461.5990298","696.1088522",920.9554585,850.1175012,0.000391830774918105,63.5422989321311,"current symbol","Cd74","CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)","protein coding gene",16149,FALSE
"244","Cd79b","159.7037671","156.2146751","152.7446994","223.7433719","28.26287092","35.17567667",2.757876672,11.9688431,0.0010218584063278,8.85823764016974,"current symbol","Cd79b","CD79B antigen","protein coding gene",15985,FALSE
"245","Cd82","1160.151271","1223.388781","1064.456705","1118.718237","168.1644454","150.5185854",100.6130114,171.9849071,5.43339584524445e-06,7.72342656973203,"current symbol","Cd82","CD82 antigen","protein coding gene",12521,FALSE
"246","Cd83","2378.926057","2603.920815","2489.861832","2543.875679","6.739551773","5.271959584",12.71917782,19.06632981,1.44320316869726e-05,228.7047067284,"current symbol","Cd83","CD83 antigen","protein coding gene",12522,FALSE
"247","Cd86","2149.200162","2031.676523","2567.599895","2347.141264","923.6329476","848.6788374",621.5304654,476.5316097,6.5892904713629e-05,3.16879204149494,"current symbol","Cd86","CD86 antigen","protein coding gene",12524,FALSE
"248","Cd8a","8.891347535","19.1571884","12.81618561","7.66896323","1","1",1,1,0.0230623428688667,12.13342119375,"current symbol","Cd8a","CD8 antigen, alpha chain","protein coding gene",12525,FALSE
"249","Cdh4","3.630449178","5.68572604","5.975236046","7.002066907","1","1.610279941",1,1,0.00675250250873713,4.83560184116811,"current symbol","Cdh4","cadherin 4","protein coding gene",12561,FALSE
"250","Cdh5","3.630449178","6.271441795","5.975236046","5.001377938","1","1",1,1,0.00577110704103013,5.21962623925,"current symbol","Cdh5","cadherin 5","protein coding gene",12562,FALSE
"251","Cdk5r1","4.507265571","2.757147265","2.243809011","5.001377938","1","1",1,1,0.0291174150088673,3.62739994625,"current symbol","Cdk5r1","cyclin-dependent kinase 5, regulatory subunit 1 (p35)","protein coding gene",12569,FALSE
"252","Ceacam16","9.768163928","18.57147265","14.68189913","15.6717191","1","1",1.585958891,1.645226065,0.00505491722163001,11.2198775806389,"current symbol","Ceacam16","carcinoembryonic antigen-related cell adhesion molecule 16","protein coding gene",330483,FALSE
"253","Cebpzos","417.4877866","361.2151893","308.8427303","268.4254255","100.0072681","112.0709492",68.38527244,101.01004,0.00317193665470677,3.55456152521038,"current symbol","Cebpzos","CCAAT/enhancer binding protein (C/EBP), zeta, opposite strand","protein coding gene",68554,FALSE
"254","Cela1","133.3992753","82.41448994","115.4304291","125.0427161","4.587219858","11.98503893",2.757876672,9.387938841,0.00190826094714292,15.8884925798841,"current symbol","Cela1","chymotrypsin-like elastase family, member 1","protein coding gene",109901,FALSE
"255","Celf4","9.768163928","9.20002057","16.54761264","17.00551175","3.152331915","1.610279941",1,1.645226065,0.0108716636789235,7.08996463585019,"current symbol","Celf4","CUGBP, Elav-like family member 4","protein coding gene",108013,FALSE
"256","Cenpe","141.2906228","99.40024684","137.8189913","135.7130572","64.13506951","11.37475899",46.11883459,38.42311175,0.00098809168620043,3.21285358224897,"current symbol","Cenpe","centromere protein E","protein coding gene",229841,FALSE
"257","Cep170b","31.68857375","32.04293501","19.03523067","41.6806757","3.152331915","2.220559881",14.47705449,1,0.00502995165474811,5.96871634214051,"current symbol","Cep170b","centrosomal protein 170B","protein coding gene",217882,FALSE
"258","Cercam","85.17437371","104.6716886","127.8685192","147.0502947","3.869775887","5.882239524",1,1.645226065,0.00341565693137527,37.4893783516071,"current symbol","Cercam","cerebral endothelial cell adhesion molecule","protein coding gene",99151,FALSE
"259","Cfap126","69.39167864","51.37155493","72.51901816","66.35583965","2.434887943","2.220559881",1.585958891,2.290452129,0.0008859783600231,30.4315971615716,"current symbol","Cfap126","cilia and flagella associated protein 126","protein coding gene",75472,FALSE
"260","Ch25h","10.64498032","22.08576718","22.7666577","12.33723749","1","1",1,1,0.0152190850222307,16.9586606725,"current symbol","Ch25h","cholesterol 25-hydroxylase","protein coding gene",12642,FALSE
"261","Chchd10","305.2552883","292.686446","189.4370652","175.7268366","11.0442156","25.41119762",10.96130114,20.35678194,0.00665656809275687,14.2106529643506,"current symbol","Chchd10","coiled-coil-helix-coiled-coil-helix domain containing 10","protein coding gene",103172,FALSE
"262","Chka","321.0379834","358.8723263","338.0722421","351.1205695","67.72228937","34.56539673",71.90102579,104.8813964,2.13503332143878e-05,4.90594685933642,"current symbol","Chka","choline kinase alpha","protein coding gene",12660,TRUE
"263","Chka","321.0379834","358.8723263","338.0722421","351.1205695","67.72228937","34.56539673",71.90102579,104.8813964,2.13503332143878e-05,4.90594685933642,"synonym","Atp12a","ATPase, H+/K+ transporting, nongastric, alpha polypeptide","protein coding gene",192113,TRUE
"264","Chp2","43.96400325","34.38579803","46.39902892","65.68894333","2.434887943","3.441119762",1,6.807034582,0.00565708057204219,13.9177947079014,"current symbol","Chp2","calcineurin-like EF hand protein 2","protein coding gene",70261,FALSE
"265","Chpf","154.4428687","140.4003497","136.5751822","149.0509837","14.63143546","13.81587875",8.61746558,31.97085111,1.7990083811555e-06,8.40825783341976,"current symbol","Chpf","chondroitin polymerizing factor","protein coding gene",74241,FALSE
"266","Chst2","810.3015305","815.7306152","633.4768823","593.2039348","1","1",2.171917782,1,0.00117853538120467,551.577399920856,"current symbol","Chst2","carbohydrate sulfotransferase 2","protein coding gene",54371,FALSE
"267","Chst7","133.3992753","148.6003703","140.9285138","179.0613182","1","1",1,1,0.000652296474585472,150.4973694,"current symbol","Chst7","carbohydrate (N-acetylglucosamino) sulfotransferase 7","protein coding gene",60322,FALSE
"268","Cib2","210.5591179","160.3146854","140.3066093","121.0413381","10.32677163","5.271959584",16.82089005,14.54974736,0.00429853860460903,13.4602991102791,"current symbol","Cib2","calcium and integrin binding family member 2","protein coding gene",56506,FALSE
"269","Ciita","564.7929406","582.6157447","882.8605891","993.3417285","5.30466383","5.882239524",2.171917782,24.87336439,0.00608107621335308,79.0854867777249,"current symbol","Ciita","class II transactivator","protein coding gene",12265,FALSE
"270","Cish","100.9570688","37.90009256","53.23997848","106.369619","6.739551773","10.15419911",2.757876672,1,0.0259711013738366,14.4524569816648,"current symbol","Cish","cytokine inducible SH2-containing protein","protein coding gene",12700,FALSE
"271","Clcf1","33.44220653","36.72866105","34.58284331","30.34343821","2.434887943","1",3.343835563,2.290452129,3.82409984003111e-05,14.8962986865785,"current symbol","Clcf1","cardiotrophin-like cytokine factor 1","protein coding gene",56708,FALSE
"272","Cldn1","124.6311114","100.5716783","81.84758575","71.02411391","2.434887943","1",1,1,0.00415846638447038,69.5643577798049,"current symbol","Cldn1","claudin 1","protein coding gene",12737,FALSE
"273","Clec12a","346.4656588","241.1434595","344.9131917","368.4598739","55.52574185","71.7924731",32.05582121,41.00401601,0.00132161351842497,6.4926381398111,"current symbol","Clec12a","C-type lectin domain family 12, member a","protein coding gene",232413,FALSE
"274","Clec1b","241.2476916","182.571884","280.2351231","324.4447166","54.80829788","57.14575453",64.8695191,30.68039898,0.00488628739265557,4.95652884555077,"dog symbol","Clec9a","C-type lectin domain family 9, member a","protein coding gene",232414,TRUE
"275","Clec1b","241.2476916","182.571884","280.2351231","324.4447166","54.80829788","57.14575453",64.8695191,30.68039898,0.00488628739265557,4.95652884555077,"current symbol","Clec1b","C-type lectin domain family 1, member b","protein coding gene",56760,TRUE
"276","Clec2d","27.30449178","23.84291444","46.39902892","44.34826099","13.91399149","8.933639227",6.273630017,10.03316491,0.0174763269918039,3.62397593110254,"current symbol","Clec2d","C-type lectin domain family 2, member d","protein coding gene",93694,FALSE
"277","Clec4a2","139.5369901","98.81453108","209.9599139","169.7247697","41.89430639","45.55043566",50.22054683,22.29246014,0.0135138075268911,3.86374657412018,"rat symbol","Clec4a4","C-type lectin domain family 4, member a4","protein coding gene",474145,TRUE
"278","Clec4a2","139.5369901","98.81453108","209.9599139","169.7247697","41.89430639","45.55043566",50.22054683,22.29246014,0.0135138075268911,3.86374657412018,"current symbol","Clec4a2","C-type lectin domain family 4, member a2","protein coding gene",26888,TRUE
"279","Clec4b1","28.18130818","17.98575689","14.68189913","25.67516395","5.30466383","4.051399703",2.757876672,1,0.00754625044107025,6.59787423134739,"current symbol","Clec4b1","C-type lectin domain family 4, member b1","protein coding gene",69810,FALSE
"280","Clec4n","3595.94721","3332.551214","2851.810254","2787.292837","31.13264681","43.71959584",9.203424471,19.06632981,0.000518593869673691,121.871200025433,"current symbol","Clec4n","C-type lectin domain family 4, member n","protein coding gene",56620,FALSE
"281","Clec5a","631.4309864","551.5728097","928.8815226","903.310725","262.8670497","337.8745272",143.3880105,84.23416235,0.00460214777503885,3.63994204793484,"current symbol","Clec5a","C-type lectin domain family 5, member a","protein coding gene",23845,FALSE
"282","Clec7a","5622.269894","5217.384514","5652.868148","5361.512644","1024.792548","1028.10114",691.2595734,578.4773279,1.07705422147826e-07,6.57732920125921,"current symbol","Clec7a","C-type lectin domain family 7, member a","polymorphic pseudogene",56644,FALSE
"283","Clec9a","6.260898357","12.12859934","19.03523067","15.6717191","4.587219858","1",4.515753345,1,0.0244959723281484,4.78218279880685,"current symbol","Clec9a","C-type lectin domain family 9, member a","protein coding gene",232414,FALSE
"284","Clic4","1085.621878","1206.403024","1350.532777","1444.163643","317.3927915","319.5661289",268.7832131,392.6522213,0.000573834544310937,3.91770135413408,"current symbol","Clic4","chloride intracellular channel 4 (mitochondrial)","protein coding gene",29876,TRUE
"285","Clic4","1085.621878","1206.403024","1350.532777","1444.163643","317.3927915","319.5661289",268.7832131,392.6522213,0.000573834544310937,3.91770135413408,"frog, western clawed symbol","Clic5","chloride intracellular channel 5","protein coding gene",224796,TRUE
"286","Clip2","65.00759667","63.08587003","46.39902892","73.6916992","8.174439717","11.98503893",5.101712236,25.51859046,0.000621339792470718,4.88746088021925,"current symbol","Clip2","CAP-GLY domain containing linker protein 2","protein coding gene",269713,FALSE
"287","Clmp","71.14531142","90.02879476","68.78759112","85.02893669","23.95820709","33.95511679",19.75068451,20.35678194,0.000289220900123245,3.21350840907875,"current symbol","Clmp","CXADR-like membrane protein","protein coding gene",71566,FALSE
"288","Clptm1","1015.476566","1272.588904","1200.653792","992.6748322","250.6705021","171.2681034",343.1999922,492.6622613,0.000169685640655318,3.56288045292232,"current symbol","Clptm1","cleft lip and palate associated transmembrane protein 1","protein coding gene",56457,FALSE
"289","Cmbl","30.81176","29.70007","47.02093","27.00896","1","1",1,1,0.00552205946731468,33.63543,"current symbol","Cmbl","carboxymethylenebutenolidase-like (Pseudomonas)","protein coding gene",69574,FALSE
"290","Cmpk2","364.8788","295.615","256.6028","305.1047","84.94094","61.41771",128.739,126.8191,0.000468112912850805,3.04093148643345,"current symbol","Cmpk2","cytidine monophosphate (UMP-CMP) kinase 2, mitochondrial","protein coding gene",22169,FALSE
"291","Cmtm8","35.19584","40.24296","34.58284","49.01654","1","1",1,6.807035,0.000450821577557938,16.2167444084782,"current symbol","Cmtm8","CKLF-like MARVEL transmembrane domain containing 8","protein coding gene",70031,FALSE
"292","Cnr2","212.3128","173.7861","232.3485","298.4358","12.4791","18.08784",13.8911,18.4211,0.00373864713075953,14.5816752582812,"current symbol","Cnr2","cannabinoid receptor 2 (macrophage)","protein coding gene",12802,TRUE
"293","Cnr2","212.3128","173.7861","232.3485","298.4358","12.4791","18.08784",13.8911,18.4211,0.00373864713075953,14.5816752582812,"synonym","Pcdha6","protocadherin alpha 6","protein coding gene",12937,TRUE
"294","Col11a2","19.41314","36.14295","43.28951","47.01585","1","1.61028",2.171918,1,0.0104790092856904,25.225952137924,"chicken symbol","C1qc","complement component 1, q subcomponent, C chain","protein coding gene",12262,TRUE
"295","Col11a2","19.41314","36.14295","43.28951","47.01585","1","1.61028",2.171918,1,0.0104790092856904,25.225952137924,"current symbol","Col11a2","collagen, type XI, alpha 2","protein coding gene",12815,TRUE
"296","Col14a1","50.97853","69.52874","79.98187","129.0441","9.609328","10.76448",32.64178,3.580904,0.0200212348875689,5.82250292120579,"current symbol","Col14a1","collagen, type XIV, alpha 1","protein coding gene",12818,FALSE
"297","Col15a1","19.41314","33.80008","41.42379","47.01585","1","1",1,1,0.0104331661920689,35.413215,"current symbol","Col15a1","collagen, type XV, alpha 1","protein coding gene",12819,FALSE
"298","Col27a1","43.964","22.67148","50.75236","55.6855","8.17444","2.22056",6.859589,6.807035,0.0129356967803373,7.1929201453734,"current symbol","Col27a1","collagen, type XXVII, alpha 1","protein coding gene",373864,FALSE
"299","Col6a3","59.7467","58.98586","25.25428","41.68068","1","6.492519",1,1.645226,0.0115935986108835,18.3144792061745,"current symbol","Col6a3","collagen, type VI, alpha 3","protein coding gene",12835,FALSE
"300","Colq","100.0803","109.3574","172.6456","95.69928","1","8.933639",1,1,0.00703659045878422,40.0366208496838,"current symbol","Colq","collagen-like tail subunit (single strand of homotrimer) of asymmetric acetylcholinesterase","protein coding gene",102639719,TRUE
"301","Colq","100.0803","109.3574","172.6456","95.69928","1","8.933639",1,1,0.00703659045878422,40.0366208496838,"current symbol","Colq","collagen-like tail subunit (single strand of homotrimer) of asymmetric acetylcholinesterase","protein coding gene",382864,TRUE
"302","Colq","100.0803","109.3574","172.6456","95.69928","1","8.933639",1,1,0.00703659045878422,40.0366208496838,"rat synonym","Clps","colipase, pancreatic","protein coding gene",109791,TRUE
"303","Comp","146.5515","142.1575","140.3066","135.7131","4.58722","1",1.585959,1,8.08445667946902e-07,69.0953544514319,"current symbol","Comp","cartilage oligomeric matrix protein","protein coding gene",12845,FALSE
"304","Comtd1","121.1238","88.85736","93.04187","85.69583","21.08843","21.74952",14.47705,33.2613,0.000835409259773113,4.29161778522638,"current symbol","Comtd1","catechol-O-methyltransferase domain containing 1","protein coding gene",69156,FALSE
"305","Coro1a","2250.911","2192.748","2332.52","2471.851","176.0563","206.0541",131.0829,113.9146,9.41293831475508e-06,14.7471113025366,"current symbol","Coro1a","coronin, actin binding protein 1A","protein coding gene",12721,FALSE
"306","Coro2a","57.11625","54.88585","46.39903","46.34895","1","5.88224",1,2.290452,9.27408783753736e-05,20.1274234981262,"current symbol","Coro2a","coronin, actin binding protein 2A","protein coding gene",107684,FALSE
"307","Cox4i2","7.137715","8.614305","7.219045","4.334482","1","4.0514",1,1,0.00540042071823592,3.87235825509828,"chicken symbol","Cox4i1","cytochrome c oxidase subunit 4I1","protein coding gene",12857,TRUE
"308","Cox4i2","7.137715","8.614305","7.219045","4.334482","1","4.0514",1,1,0.00540042071823592,3.87235825509828,"current symbol","Cox4i2","cytochrome c oxidase subunit 4I2","protein coding gene",84682,TRUE
"309","Cp","1275.014","1004.917","1567.577","1388.811","387.7023","351.3007",451.0164,310.0633,0.00296632432531584,3.49068688013001,"current symbol","Cp","ceruloplasmin","protein coding gene",12870,FALSE
"310","Cpeb2","114.1093","97.05738","100.5047","105.0358","36.8722","36.39624",19.16473,38.42311,2.45331392546249e-05,3.18446451328129,"current symbol","Cpeb2","cytoplasmic polyadenylation element binding protein 2","protein coding gene",231207,FALSE
"311","Cplx2","7.137715","4.514295","10.95047","7.668963","1.717444","1",1,4.871356,0.0180116970231218,3.52452531203428,"current symbol","Cplx2","complexin 2","protein coding gene",12890,FALSE
"312","Cpn1","49.2249","46.10011","38.31427","37.6793","1","2.83084",1,1,0.00057222167436502,29.3814579031495,"human synonym","Cyp11b2","cytochrome P450, family 11, subfamily b, polypeptide 2","protein coding gene",13072,TRUE
"313","Cpn1","49.2249","46.10011","38.31427","37.6793","1","2.83084",1,1,0.00057222167436502,29.3814579031495,"current symbol","Cpn1","carboxypeptidase N, polypeptide 1","protein coding gene",93721,TRUE
